u034;4-0	大专读什么专业好	0	0	["4-0-0", "4-0-1", "4-0-2", "4-0-3", "4-0-4", "4-0-5", "4-0-6"]	[-1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1]	[966.0000534057617, 552.142822265625, 743.28564453125, 283.571533203125, 391.0, 337.28564453125, 655.9047966003418]	[10201.645742419923, 5089.66629907894, 6382.2232703983245, 1104.4315268108314, 1267.8672953550342, 845.2071372852745, 1651.464138691551]	[10560.709294427741, 9218.024927308395, 8586.501457892742, 3894.7193123920397, 3242.6273538491923, 2505.9090150721336, 2517.841228256525]
u025;59-1	茉莉花语	0	0	["59-1-0", "59-1-1", "59-1-2", "59-1-3", "59-1-4", "59-1-5", "59-1-6", "59-1-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[375.1428756713867, 352.28570556640625, 337.28570556640625, 283.5714111328125, 352.2857666015625, 620.8570556640625, 406.0, 318.6191520690918]	[2055.3694786237315, 2548.84336534126, 723.0523299464909, 109.72458312810204, 0.0, 0.0, 509.5662340073537, 435.10607104943006]	[5478.897806456466, 7235.159772501187, 2143.738433066009, 386.9381003175663, 0.0, 0.0, 1255.0892463235311, 1365.5992372833832]
u025;59-0	茉莉花语	0	0	["59-0-0", "59-0-1", "59-0-2", "59-0-3", "59-0-4", "59-0-5", "59-0-6"]	[-1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1]	[858.5714645385742, 835.7142333984375, 513.4287109375, 767.0, 782.0, 552.142822265625, 249.9045524597168]	[3270.8959465109924, 2294.3154452837994, 409.56794146367116, 149.60874000349898, 185.8865181493475, 586.020588879405, 275.398152421818]	[3809.6956183710163, 2745.334892710814, 797.7114110268916, 195.05702738396215, 237.70654494801468, 1061.356890368996, 1102.0133475408]
u025;59-2	茉莉花语	0	0	["59-2-0", "59-2-1", "59-2-2", "59-2-3", "59-2-4", "59-2-5", "59-2-6", "59-2-7", "59-2-8"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1]	[589.9999923706055, 704.5714721679688, 298.5714111328125, 391.0, 444.71435546875, 406.0, 352.28564453125, 406.0, 196.1904411315918]	[4149.784234228107, 19963.500424352893, 5767.3312518081475, 1211.2844646353556, 97.78332470736188, 0.3087130883573866, 177.04530152702614, 802.0498009085303, 387.57267056588654]	[7033.53269133848, 28334.244591148625, 19316.42158881275, 3097.9142318039785, 219.87894814929828, 0.7603770649196714, 502.56178267667417, 1975.4921204643604, 1975.4921204643604]
u013;9-1	复仇者联盟2大结局	0	0	["9-1-0", "9-1-1", "9-1-2", "9-1-3", "9-1-4"]	[-1, -1, -1, -1, -1]	[1, 1, 1, 1, 1]	[682.1904830932617, 444.71435546875, 820.71435546875, 943.142822265625, 1109.3332633972168]	[2602.3287462702533, 1185.001443679922, 3689.7137667112943, 9073.454555750945, 5513.282381001086]	[3814.6658605826533, 2664.6350159550716, 4495.734407623367, 9620.445961678022, 4969.906305808623]
u013;9-2	复仇者联盟2大结局	0	0	["9-2-0", "9-2-1", "9-2-2", "9-2-3"]	[-1, -1, -1, -1]	[1, 1, 1, 1]	[858.5714645385742, 552.142822265625, 743.2857666015625, 464.7619743347168]	[45344.94293996231, 11432.471037592413, 2001.2442292575483, 801.2647690725133]	[52814.40720177235, 20705.64096202717, 2692.429102211388, 1724.0325442275764]
u033;59-2	茉莉花语	0	0	["59-2-0", "59-2-1", "59-2-2", "59-2-3", "59-2-4", "59-2-5", "59-2-6", "59-2-7", "59-2-8"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1]	[589.9999923706055, 704.5714721679688, 298.5714111328125, 391.0, 444.71435546875, 406.0, 352.28564453125, 406.0, 196.1904411315918]	[2779.787625853762, 6896.732727304315, 2459.316139065958, 3517.085543677661, 4518.930943141256, 1502.5880297944161, 2376.7429923554278, 3036.1851635625276, 476.9701992627731]	[4711.504511524897, 9788.549493897397, 8236.944487534973, 8995.103692270233, 10161.423591505358, 3700.955738409892, 6746.635945151592, 7478.28858020327, 2431.159217093826]
u033;59-0	茉莉花语	0	0	["59-0-0", "59-0-1", "59-0-2", "59-0-3", "59-0-4", "59-0-5", "59-0-6"]	[-1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1]	[858.5714645385742, 835.7142333984375, 513.4287109375, 767.0, 782.0, 552.142822265625, 249.9045524597168]	[4238.710321888124, 1223.637777182853, 346.2867853863392, 200.20629551572839, 450.15139996676083, 1399.090951667539, 650.5791564943755]	[4936.933612353577, 1464.1820472614447, 674.4593319567845, 261.0251571261126, 575.6411764280829, 2533.9294386307606, 2603.3105443297004]
u033;59-1	茉莉花语	0	0	["59-1-0", "59-1-1", "59-1-2", "59-1-3", "59-1-4", "59-1-5", "59-1-6", "59-1-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[375.1428756713867, 352.28570556640625, 337.28570556640625, 283.5714111328125, 352.2857666015625, 620.8570556640625, 406.0, 318.6191520690918]	[1893.1640060804104, 4615.003047589867, 4243.57406631734, 1653.8274836793205, 704.0613032071359, 16.364741406668767, 761.7335079206439, 650.4255025133164]	[5046.514618443033, 13100.171181143578, 12581.541394382773, 5832.137580698287, 1998.5516587828365, 26.3583078542374, 1876.1909062084826, 2041.388592900006]
u015;36-0	山东化工厂爆炸	0	0	["36-0-0", "36-0-1", "36-0-2", "36-0-3", "36-0-4", "36-0-5", "36-0-6", "36-0-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[604.9999923706055, 650.8571166992188, 352.2857666015625, 352.28564453125, 406.0, 689.571533203125, 244.857177734375, 318.6189079284668]	[9778.579830947443, 8410.228104267047, 1789.084032689174, 1192.9817454919498, 1794.081225234574, 2220.6866204109956, 895.6371463734808, 807.5148407117858]	[16162.942073158521, 12921.773287075655, 5078.502177218643, 3386.4046520525326, 4418.919273976783, 3220.3861579025693, 3657.794125786594, 2534.422222340556]
u015;36-1	山东化工厂爆炸	0	0	["36-1-0", "36-1-1", "36-1-2"]	[-1, -1, -1]	[1, 1, 1]	[697.428581237793, 444.71429443359375, 679.6190299987793]	[19809.70847142809, 14707.963563893396, 18661.250584205194]	[28403.924078175733, 33072.83743290972, 27458.39913317129]
u015;36-2	山东化工厂爆炸	0	0	["36-2-0", "36-2-1", "36-2-2", "36-2-3", "36-2-4", "36-2-5", "36-2-6", "36-2-7", "36-2-8", "36-2-9", "36-2-10"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[413.6190719604492, 406.0, 567.142822265625, 406.0, 283.5714111328125, 229.857177734375, 283.571533203125, 352.28564453125, 337.28564453125, 352.285888671875, 978.1904411315918]	[3785.75467622851, 3853.854402343263, 2894.3887206501518, 1785.3136885917777, 769.9250008098093, 711.4911663787325, 1153.6363281404595, 4094.8818334342923, 5082.598601710262, 4540.274486060074, 9294.200261423346]	[9152.756564838743, 9492.252222520352, 5103.456496350661, 4397.324356137384, 2715.100925492133, 3095.3619695136867, 4068.23743945447, 11623.75446459911, 15069.122223609347, 12888.03960663029, 9501.422085735796]
u025;51-2	香蕉面膜的功效与做法	0	0	["51-2-0", "51-2-1", "51-2-2", "51-2-3", "51-2-4", "51-2-5", "51-2-6", "51-2-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[628.476188659668, 552.1428833007812, 406.0, 337.2857666015625, 382.28564453125, 367.28564453125, 513.4287109375, 587.1904411315918]	[10488.56727771028, 22915.988080997824, 25641.311705332395, 14079.017149737394, 13699.390501383861, 12220.2252126262, 6368.30142659364, 1449.8001555570693]	[16688.885699995935, 41503.72806401687, 63155.94016091723, 41742.102821578635, 35835.48243926801, 33271.72023895004, 12403.477427207723, 2469.045907428461]
u015;17-2	甲状腺癌的早期症状	0	0	["17-2-0", "17-2-1", "17-2-2", "17-2-3", "17-2-4", "17-2-5", "17-2-6", "17-2-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[336.42858123779297, 229.85711669921875, 444.71435546875, 659.5714111328125, 337.2857666015625, 337.28564453125, 513.4287109375, 464.7617301940918]	[1112.4345867205595, 788.2277577599484, 2374.4333045295916, 25224.61862859638, 8697.013305408585, 6158.379018597414, 8270.476041605254, 6467.828297827482]	[3306.5995244151786, 3429.2075402276528, 5339.2324203855, 38243.953881010624, 25785.2959318097, 18258.6455084863, 16108.324029062767, 13916.439064650214]
u015;17-1	甲状腺癌的早期症状	0	0	["17-1-0", "17-1-1", "17-1-2", "17-1-3", "17-1-4", "17-1-5", "17-1-6", "17-1-7", "17-1-8"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1]	[536.2856979370117, 728.2857666015625, 459.7142333984375, 352.28564453125, 406.000244140625, 337.28564453125, 421.0, 352.28564453125, 249.9047966003418]	[2815.9091079844366, 9775.151670264615, 11582.320696269904, 2795.6902911155507, 1443.742923000578, 1689.6526852513944, 2714.8820295193773, 2219.722264952331, 1144.736934564237]	[5250.763014595949, 13422.137461066843, 25194.609726672148, 7935.862089513997, 3556.0149133814643, 5009.560035084284, 6448.650901471205, 6300.916030529389, 4580.692128110482]
u015;17-0	甲状腺癌的早期症状	0	0	["17-0-0", "17-0-1", "17-0-2", "17-0-3", "17-0-4", "17-0-5", "17-0-6", "17-0-7", "17-0-8"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1]	[712.6666793823242, 421.0, 298.5714111328125, 406.0, 704.571533203125, 406.0, 635.857177734375, 782.0, 479.7619743347168]	[7774.332220067297, 4216.411891365629, 1323.4162966856395, 1040.9830949530312, 2150.037627662196, 1329.7635198259543, 3951.784143638002, 579.3658441458665, 751.8377041155389]	[10908.791507981536, 10015.23014576159, 4432.49503247633, 2563.997770820274, 3051.5533573825915, 3275.2796054826463, 6214.892718076438, 740.8770385497014, 1567.1056572545335]
u029;17-2	甲状腺癌的早期症状	0	0	["17-2-0", "17-2-1", "17-2-2", "17-2-3", "17-2-4", "17-2-5", "17-2-6", "17-2-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[336.42858123779297, 229.85711669921875, 444.71435546875, 659.5714111328125, 337.2857666015625, 337.28564453125, 513.4287109375, 464.7617301940918]	[657.3065039357081, 735.1426427680342, 1253.1150075650455, 2210.7453655497047, 1190.2611717274851, 1207.3743277629776, 4006.09540075989, 4419.045400512676]	[1953.7772371102847, 3198.259220009318, 2817.7975191383307, 3351.790766298913, 3528.939817770452, 3579.6789674845254, 7802.632216349806, 9508.195519168958]
u029;17-1	甲状腺癌的早期症状	0	0	["17-1-0", "17-1-1", "17-1-2", "17-1-3", "17-1-4", "17-1-5", "17-1-6", "17-1-7", "17-1-8"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1]	[536.2856979370117, 728.2857666015625, 459.7142333984375, 352.28564453125, 406.000244140625, 337.28564453125, 421.0, 352.28564453125, 249.9047966003418]	[1179.1384629502231, 2288.309701688289, 1319.5306290582926, 870.9526678113724, 632.2131489693712, 532.917834666129, 2084.7936253712423, 4980.113463502047, 3153.818670365791]	[2198.713237153522, 3142.049188145399, 2870.3279846344158, 2472.291111862531, 1557.174307388824, 1580.0193198461295, 4952.003860739293, 14136.577918548364, 12620.08057976378]
u029;17-0	甲状腺癌的早期症状	0	0	["17-0-0", "17-0-1", "17-0-2", "17-0-3", "17-0-4", "17-0-5", "17-0-6", "17-0-7", "17-0-8"]	[-1, -1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1, 1]	[712.6666793823242, 421.0, 298.5714111328125, 406.0, 704.571533203125, 406.0, 635.857177734375, 782.0, 479.7619743347168]	[4745.295889357418, 2097.254217006539, 1502.4400354362606, 1343.6435250811144, 4899.065054231882, 4139.649439012385, 1688.3508143493514, 4671.545301684804, 9271.869058833887]	[6658.506741847698, 4981.601465573726, 5032.096106374817, 3309.4668105446167, 6953.254316080213, 10196.180884266958, 2655.2359137709514, 5973.843096783637, 19325.977369696993]
u023;1-0	锤子手机怎么样	0	0	["1-0-0", "1-0-1", "1-0-2", "1-0-3", "1-0-4", "1-0-5", "1-0-6", "1-0-7"]	[-1, -1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1, 1]	[482.5714645385742, 659.5714111328125, 674.5714111328125, 444.7142333984375, 567.14306640625, 229.85693359375, 513.4287109375, 303.6189079284668]	[3589.1135233217396, 2164.307145377166, 421.109973167926, 411.14465997516896, 603.2152415204683, 236.91942833684482, 1691.2571347721137, 917.6026851344425]	[7437.475663327053, 3281.384106172784, 624.2630005039097, 924.5142815269594, 1063.6033079674105, 1030.7256110689143, 3294.0447208025175, 3022.218515292965]
u023;1-1	锤子手机怎么样	0	0	["1-1-0", "1-1-1", "1-1-2", "1-1-3"]	[-1, -1, -1, -1]	[1, 1, 1, 1]	[789.6190719604492, 2324.7142333984375, 728.285888671875, 1891.3335075378418]	[10221.739745262841, 35475.48225244684, 10047.812644286629, 15746.524949069604]	[12945.153059543669, 15260.147566862954, 13796.5224928498, 8325.62046107278]
u023;1-2	锤子手机怎么样	0	0	["1-2-0", "1-2-1", "1-2-2", "1-2-3", "1-2-4", "1-2-5", "1-2-6"]	[-1, -1, -1, -1, -1, -1, -1]	[1, 1, 1, 1, 1, 1, 1]	[735.9047775268555, 352.28570556640625, 444.71435546875, 229.8570556640625, 620.8572998046875, 659.5712890625, 426.0476188659668]	[10361.374791814673, 2560.4709853495647, 4114.443589097854, 2567.9965459494024, 7124.0070581136615, 3854.7325444774, 1477.528867686136]	[14079.776498579062, 7268.16599394185, 9251.879410910933, 11172.145830069907, 11474.467740581882, 5844.300090679252, 3467.9899669876145]
u015;1-1	锤子手机怎么样	0	0	["1-1-0", "1-1-1", "1-1-2", "1-1-3"]	[-1, -1, -1, -1]	[1, 1, 1, 1]	[789.6190719604492, 2324.7142333984375, 728.285888671875, 1891.3335075378418]	[11433.745308193176, 49269.09866413482, 13379.288199289365, 28861.72393976491]	[14480.07743760003, 21193.615093116045, 18370.92878963817, 15259.986578114089]
